Title,Categories,Servings,Ingredients,Generated Recipe - Baseline 1,Generated Recipe - Baseline 2,Generated Recipe - Extended 1,Generated Recipe - Extended 2
paella wrap,"chicken	sandwiches",4 servings,"6 oz saffron rice; uncooked	1 tb olive oil	ground red pepper to taste	2    skinless boneless chicken breasts, cook/cut in strips	4    chicken apple sausage links (1 lb), cooked/sliced	10 md shrimp; cook/peel/in half	4    plum tomatoes; diced	1/2 c  cilantro; chopped (opt)	1/2 c  mayonnaise	1 tb lemon juice	1    clove garlic; minced	4 lg flour tortillas; 10 inches",,,,
palocleves paloc soup,"soups/stews	lamb/mutton	hungary	upload",8 servings,"3 sl bacon	1 md onions; minced	2 lb lamb, lean; boned, 1/4"" dice	1 pn caraway seeds	1 tb paprika	1 ea garlic cloves; mashed	1 lb beans, green; 1"" pieces, fresh, not canned	2 tb salt	1 tb flour, all-purpose	1 tb lard	1 lb potatoes; peeled, diced	1/2 ea bay leaf	1 pn pepper, black	3/4 c  sour cream	1 tb parsley, flat; chopped",,,,
panama canal cake,cakes,12 servings,"1 c  all purpose flour	1/2 c  butter, melted	1/2 c  nuts, your choice; chopped	16 oz whipped topping	1 c  powdered sugar	8 oz cream cheese	3 c  cold milk, divided	1    4 oz pkg chocolate pudding m x	1    4 oz pkg vanilla pudding mix	1 ts vanilla	more chopped nuts",,,,
panda tangerine beef,beef,4 servings,"1 tb sugar	3 tb soy sauce	1 tb vinegar	1/2 tb oyster sauce	1/2 tb mushroom soy sauce	1 1/2 tb catsup	3    (1/2 inch) pcs ginger root	1 lb flank steak or lean beef	salt, pepper	1    egg, beaten	1/4 c  cornstarch	3 tb oil	4    dried chiles	2 tb chopped green onions	5    small pcs dried tangerine or orange peel	seasoning sauce",,,,
panelle,"antipasti	mine	hc",30 servings,"chick-pea flour fritters	3 c  cold water	salt to taste	1/2 c  chick-pea (garbanzo) flour	2 tb chopped fresh parsley	1/3 c  freshly grated parmigiano opt	vegetable oil; for frying",,,,
paprika cream schnitzel,"penndutch	meats",1 servings,"1 1/2 lb veal steak	4 ea sl bacon, finely chopped	2 tb onion, chopped	1 ts paprika, hungarian	1 c  sour cream	1/2 c  tomato sauce	1 x  salt",,,,
paradise cake,"box cakes	fruits	cakes",12 servings,"1 pk yellow cake mix	1 pk vanilla pudding instant	20 oz crushed pineapple; undrained	5    bananas	2 c  pecans; chopped	1 lg cool whip",,,,
olde english barley bread,"abm	breads",1 lg. loaf,"1/2 c  water	1/2 c  milk	1    egg	3 c  bread flour	1/2 c  barley flour	1 1/2 ts salt	1 1/2 tb oil	1 1/2 tb honey	2 ts active dry yeast",,,,
olive  mint bread,"vegetables	abm",1 lg. loaf,"1 1/2 c  whole wheat flour	1 1/2 c  bread flour	2 tb fresh mint or ried mint	2 ts minced fresh basil or ried basil	1 1/2 ts sea salt	1 1/4 c  water	2 tb olive oil	2 ts honey	4 ts active dry yeast	1/2 c  minced spanish olives; drain",,,,
olive garden lasagna,"cheese	pasta	copycat",12 servings,"cream sauce:	1/4 c  butter	1/4 c  flour	2 c  milk	cheese filling:	1/4 c  sun-dried tomatoes -- oil	packed -- minced	1 tb fresh garlic -- minced	3 1/2 c  ricotta cheese	3    eggs	1 c  grated parmesan cheese	1/2 c  grated romano cheese	1/2 ts salt	1 ts black pepper	other:	4 c  mozzarella cheese --	shredded	1 c  spinach lasagna noodles or egular if unavailable	marinara sauce -- as	desired	extra parmesan cheese	freshly grated",,,,
olive garden brownie banana funtastico,"brownies	bananas	copycat",1 servings,"waldine van geffen	vghc42a-----	brownies	1 pk brownie mix	bananas -- as needed	chocolate topping	pineapple topping	maraschino cherries	chopped walnuts	whipped cream	banana mousse	1    env whipped topping mix	1/2 c  milk	1 pk instant banana/chocolate/str	wberry	pudding	1 c  milk",,,,
open face apple tart,"desserts	fruits/nuts",1 servings,"1    pastry for 9""-10"" flan pan	6    apples; golden delicious; large	1 tb lemon juice	1/4 c  sugar; granulated	1/2 c  raisins; optional	1 ts butter; melted	1/2 c  jam; apricot	whipped cream - optional",,,,
open-faced strawberry sandwiches,"cheese	desserts	sandwiches",1 servings,"1 oz to 8 oz package cream cheese, softened	1/2 ts grated lemon rind	1/2 c  chopped nuts	1 c  strawberries, well drained and chopped into small pieces	brown bread or whole wheat crackers",,,,
oregon hazelnut penuche fudge,candy,1 batch,"1 1/2 c  sugar	1/4 c  brown sugar	2 tb water	1/3 c  dark corn syrup	2 tb butter, browned	1/2 c  evaporated milk	1/4 c  marshmallow topping	3/4 c  oregon hazelnuts - roasted & chopped	1/2 ts salt	1/4 ts vanilla",,,,
oregon hazelnut tortilla dip,"dips	appetizers",1 recipe,"2    ripe avocados - peeled, pitted & diced	8 oz cream cheese - room temperature	2    green onions; finely sliced	1 1/2 ts lemon juice	1    garlic clove; minced	1/2 ts chili powder	1/4 ts salt	1    tomato; seeded & diced	chopped parsley	1/3 c  roasted & chopped hazelnuts (oregon hazelnuts)",,,,
banana wheat-germ bread,breads,16 servings,"1 c  whole-wheat flour	1/2 c  unbleached white flour	1/3 c  wheat germ	1 ts baking soda	1/2 ts salt	1/2 c  unsalted margarine,softened	3/4 c  light brown sugar,firm pack	1    egg	1 1/4 c  mashed ripe banana	1/4 c  plain yogurt",,,,
banana-fudge ripple cake,"cakes	desserts	holidays	health",16 servings,"3/4 c  firmly packed brown sugar	1/2 c  sugar	1/4 c  vegetable oil	1 c  mashed ripe banana	2    eggs	3 c  all-purpose flour	1 1/2 ts baking soda	1/2 c  skim milk	1 tb skim milk	2 ts vanilla extract	1/3 c  chocolate-flavored syrup	2 tb unsweetened cocoa	vegetable cooking spray	1/2 c  sifted powdered sugar	1 tb skim milk	1 tb unsweetened cocoa",,,,
barbs best gazpacho,soups,6 servings,"2    garlic cloves, chopped	5    juicy medium tomatoes	5    roma tomatoes, ripe	2 md cucumbers, english, peeled, cut in 1-in pieces	1 lg spanish or red onion	1 lg green bell pepper, cored, seeded and ribbed	1 lg red bell pepper, cored, seeded and deribbed	2 c  tomato juice, or vegetable juice cocktail	1/4 c  olive oil, extra virgin	1/4 c  red wine vinegar	1/2 c  vodka or vermouth (optional)	2 tb lime juice, fresh	1 tb worcestershire sauce	2    glubs tabasco sauce, or to taste	1/4 ts cayenne pepper, or to taste	1 tb celery salt, or to taste	freshly ground pepper	2    inner ribs celery, very finely diced",,,,
basic oven meatballs,hamburger,72 servings,"3    beaten eggs	3/4 c  milk	3 c  soft bread crumbs (about 4 1/2 slices)	1/2 c  finely chopped onion	2 ts salt	3 lb ground beef",,,,
basil-cumin-fennel potatoes,"vegetables	august",1 servings,"x  potatoes, cooked peeled, and ut into 1/2 inch dice	x  a little garlic	x  equal amounts cumin seeds	and fennel seeds (these	should add the main	flavors)	x  lots of fresh chopped basil	(canned, dried would be	acceptable)	x  salt	x  black pepper	x  cayenne (optional)",,,,
club burrito,"sandwich	meats	low cal/fat",1 sandwich,"1 sl deli-style turkey	1    soft flour tortilla	1 sl deli-style ham	shredded lettuce	1 sl swiss cheese	sprouts",,,,
grannys tacos,main dish,2 dozen,"2 pk corn tortilla (12 ct)	-and mashed, or use leftover	1 lb hamburger	garlic salt	1 sm onion, chopped	black pepper, fresh ground	4 cl garlic, minced	oil for frying	1 md potato, peeled, boiled	chopped tomato	sliced olives	shredded lettuce (iceberg)	sour cream	grated cheddar	avacado or guacamole	chopped onion	salsa or taco sauce",,,,
miniature pizza,"main dish	cheese/eggs	appetizers	microwave",8 servings,"english muffins	dried oregano leaves	tomato sauce	grated romano or ozzarella cheese, diced                 parmesan cheese	anchovy fillets, pepperoni	mushroom slices	slices, sausage slices or nd toast english muffins conventionally.",,,,
chicken lin,"poultry	tasteofhome",4 servings,"1    whole chicken, cut up	1 pt spaghetti sauce of your	1 cn ortega whole chiles	choice	1/2 c  parmesan cheese	1 ts lemon-pepper seasoning	1 md onion, sliced	1 ts dill	1    clove garlic, minced	salt and pepper as needed",,,,
white bean sausage rigatoni,"italian	main dish",4 servings,"8 oz rigatoni (5 cups)	.rinsed and drained	8 oz fully cooked turkey kielbasa	3 oz tomato paste	1/2 pk of a 10 oz pk frozen chopped	1/4 c  red wine or chicken broth	.spinach, thawed	1 1/2 ts italian seasonings	2 cn 14.5 oz ea stewed tomatoes	1/4 c  shredded parmesan cheese	1 cn 15 oz great northern beans,  saucepan, according to instructions, cook pasta. drain and the pan. bias-slice kielbasa. drain thawed spinach well. add",,,,
tomato coulis,tomatoes,1 1/2 cups,"1 tb butter	1 1/2 lb plum tomatoes	1 tb olive oil	1/2 c  dry white wine	1 sm onion(s)	1 pn crushed red pepper	finely chopped	1 pn salt	1    garlic clove(s), minced",,,,
potato sausage leek gratin,main dish,4 servings,"4 c  diced red potatoes	1 c  finely chopped leeks*	1 x  salt & pepper	1/2 c  finely chopped green onions	2 tb flour, more if necessary	1/2 lb smoked sausage	1 x  milk	1/2 c  bread crumbs	1 x  chopped chives	1/4 c  butter; cut into sm. pieces",,,,
koulibiac,fish/seafoo,8 servings,"1/2 tb vegetable oil	3 tb fresh cream	500 g  puff pastry	1    egg	30 g  flour	3 tb lemon juice	1 pk spinach, thawed	salt, pepper	2 cn salmon	3    eggs, hard boiled	200 g  rice, cooked	grated nutmeg",,,,
beef,"crockpot	meats",9 servings,"1/2 c  flour	1 cn condensed beef broth**	1 ts salt	1 ts worcestershire sauce	1/8 ts pepper	2 ts tomato paste or ketchup	4 lb beef or sirloin tips	1/4 c  dry red wine or water	1/2 c  chopped green onions	3 tb flour	2 c  sliced mushrooms (4 oz) or	1 ea buttered noodles	1/2 lb mushrooms, sliced",,,,
tortellini sage butter,pasta/rice,2 servings,"9 oz fresh cheese	1/4 c  butter	or herb-cheese tortellini	salt and pepper	12    sage leaves	1/4 c  grated parmesan cheese",,,,
orange herb rice,"holiday	fruit	pasta/rice",4 servings,"2 tb butter	1/2 ts salt	2 tb chopped onion	1/8 ts marjoram	2 c  water	1/8 ts thyme	1/2 ts grated orange rind	1 c  uncooked long grain rice	1/2 c  orange juice",,,,
peanut-butter-chocolate shortbread,"cake/cookie	desserts",16 servings,"1 1/2 c  margarine or butter	1 c  unsalted peanuts, chopped	1 1/2 c  sifted powdered sugar	1 c  creamy peanut butter	1 1/2 ts vanilla	1 c  sifted powdered sugar	2 c  all-purpose flour	1/2 c  semisweet chocolate pieces	2/3 c  unsweetened cocoa powder	16    milk chocolate kisses	2 tb cornstarch	16    unsalted peanuts, whole	1/4 ts salt",,,,
shrimp baked feta ouzo cognac,"greek	seafood	main dish",4,"28 oz canned tomatoes	6 tb olive oil	1 md onion; finely chopped	1    garlic clove; finely minced	1/4 ts sugar	salt & pepper to taste	2 tb butter	2 lb deveined shrimp	3 tb ouzo	3 tb metaxa 'cognac'	1/4 lb feta cheese	2 tb fresh, chopped parsley",,,,
patates yiahni,"greek	vegetables	side dish",5,"5 md potatoes	4 tb olive or vegetable oil	1 md onion; chopped	2    garlic cloves; minced	1 1/2 c  italian plum tomatoes   drained	3 tb chopped fresh parsley	salt & freshly ground pepper",,,,
veal scaloppine w/marsala cream sauce,"meats	sauces",3 servings,"2 tb unsalted butter or olive oil	1 lb thin veal scallops	1/2 c  all-purpose flour	1/2 c  dry marsala	1/3 c  whipping cream	salt & freshly ground pepper to taste",,,,
vegetable pasta salad alla siciliana,"salads	pasta",8 servings,"16 oz penne, ziti, or mostaccioli  uncooked	4 c  fresh broccoli florets	1/2 c  vegetable oil	1/4 c  white wine vinegar	2    garlic cloves; minced	1 ts dried oregano leaves	1/2 ts dried basil leaves	1/4 ts dried crushed red pepper  flakes	3 c  quartered cherry tomatoes	1/3 c  grated parmesan cheese	salt to taste",,,,
vegetarian stock,"mcdougall	vegetarian	stock",8 servings,"12 c  potato peels	12 c  water	14 cl garlic	2 md onions	1    celery stalk	3    parsley sprigs	1    bay leaf",,,,
venison hash,wild game,5 servings,"1 1/2 lb ground venison	3 lg onions, diced	1 lg green pepper, diced	1 cn 16 oz. tomatoes	2 ts salt	1/3 ts chili powder	1 sm red pepper, diced	1/2 c  chopped chiles (optional)",,,,
venison ragout onions,wildgame,1 servings,"2 lb deer neck and shank	24    pearl onions	1 1/2    onion, chopped	1 lb fresh mushrooms, chopped	1 tb tomato sauce	3 tb wine, sherry or port	2 c  beef stock	2 c  wine, dry red	3 tb flour	1/4 ts salt	2 tb butter",,,,
walla walla relish,"preserves	relishes	pickles	vegetables",2 cups,"3 c  walla walla onions, sliced - into 1/4"" slices	cooking spray or olive oil	1 c  tomato, diced & seeded	2 tb basil, thinly sliced	1 1/2 tb jalapeno chiles, seeded & - chopped	2 ts olive oil	2 ts white wine vinegar	1/4 ts salt	1/8 ts pepper",,,,
watermelon chiffon pie,"pies	fruits",10 servings,"2 c  watermelon, pureed	1/2 c  powdered sugar	2 tb gelatin	1/4 c  ;water, cold	1/2 c  ;water, boiling	1 tb lemon juice	2    egg white; stiffly beaten	1 c  whipping cream; whipped	1    graham cracker crust (see recipe)	whipped cream to garnish	24    graham cracker squares	1/4 lb butter or margarine	1/4 c  sugar	1/4 ts cinnamon",,,,
watermelon ice drink,"beverages	low-cal	vegetarian",2 servings,"2 1/2 c  watermelon	1/2 c  -crushed ice	rose geranium leaves; opt",,,,
watermelon pickles,"pickles	fruits",4 servings,"4 qt prepared watermelon rind	2 tb salt	4 c  white vinegar	8 c  sugar	3    cinnamon sticks; broken	1 tb whole cloves	1    1"" piece gingerroot (opt.)",,,,
white mousse cake,cales,10 servings,los angeles times cookbook,,,,
white texas cake,cakes,1 servings,"1/2 c  shortening	2 c  sugar	2    egg whites	1 ts baking powder	2 c  flour	1 ts salt	1 3/4 c  buttermilk	1 ts vanilla	1/2 ts almond flavoring",,,,
wild boar airesborne,pork,1 servings,"3 lb boneless pork center rib; cu	1/3 c  oil; (4-5 t.) (i use oliv	3    onions; sliced	1    garlic clove; crushed or min	1/3 c  flour; (4-5 t.)	1 3/4 c  chicken stock; (i use a good	1 3/4 c  apple cider; (3/4 pt)	3    apples	3/4 tb dry basil; (i use 1 t.)	3/4 tb dry majoram; (i use 1 t.)	salt and pepper; to taste	1/3 c  heavy cream; (4-5 t.)	chopped parsley; for garnish",,,,
wild mushroom lasagna,"main	dish",8 servings,"4 tb olive oil	3    cloves garlic, minced	2 md onion, thinly sliced	1 lb mushroom, wild	1/4 c  italian parsley, chopped	1 tb thyme, chopped	1/4 c  marsala wine	1/4 c  butter	1/4 c  flour	1/8 ts nutmeg	1 c  milk	2 c  fontina cheese	12    lasagna noodles	1 c  mozzarella cheese	1 c  parmesan cheese	salt and pepper",,,,
wild mushroom ragout pasta light,"low fat	pasta	sauce",6 servings,"2 ts olive oil	1    onion -- chopped	3    cloves garlic -- minced	1 1/2 lb fresh wild mushrooms --	trimmed and sliced	1/4 c  chicken stock	3/4 c  dry red wine	2 tb tomato paste	3 tb italian parsley -- chopped	2 ts fresh sage -- chopped	1 ts fresh rosemary -- chopped	1 ts fresh marjoram -- chopped	1/2 ts salt	1/4 ts freshly ground black pepper	1 lb fresh pasta, (fettuccine or inguini)	6 tb parmesan cheese -- grated",,,,
berry almond bundt cake,"cakes	vegetarian",16 servings,"2 c  unbleached all-purpose flour	3/4 c  cornmeal	1 ts cream of tartar	2 ts baking soda	1 c  light soy milk	2 ts lemon juice	2 tb egg replacer; -or-	2    -eggs, beaten	1/2 c  water	1 c  natural applesauce	1 1/2 c  brown sugar	1/3 c  light corn syrup	1 ts vanilla extract	1 ts almond extract	2 c  dried cranberries	3/4 c  ground almonds",,,,
bite size taco turnovers,"crs	totest	post",12 servings,"1/2 lb ground beef	1/4 c  taco sauce	1 1/2 ts to 2 chili powder	1/4 ts onion powder	1/4 ts garlic powder	1    refrigerated pizza dough	1/4 c  shredded american or cheddar	cheese	1    egg	1 ts water",,,,
black beans the broth you can make a so,"beans	mexican	mc",1 servings,"1/2 kg black beans, dried	2 md onions	4    leaves epazote	2 l  or more water.",,,,
black forest cheese cupcakes,"cookies	cakes",18 servings,"24    vanilla wafers	16 oz cream cheese	1 1/4 c  sugar	1/3 c  cocoa	2 tb flour	3    eggs	1 c  sour cream	1/2 ts almond extract	cocoa sour cream topping (recipe follows)	canned cherry pie filling, chilled",,,,
blackberry yogurt muffins,"muffins	breads",6 servings,"1 c  fresh blackberries, washed and dried	1 tb sugar	1 lg egg	1 c  plain or honey yogurt	3 tb butter or margarine, melted	2 1/2 c  variety baking mix ( eg bisquik)	1 ts chopped lemon zest",,,,
blind date cookies,cookies,30 servings,"30 lg pitted dates	30 lg walnuts, halves	1 1/4 c  all-purpose flour	1/4 ts salt	1/4 ts baking powder	1/2 ts baking soda	4 tb butter	1/2 ts vanilla extract	3/4 c  light brown sugar, firmly packed	1    egg	1/2 c  sour cream	glaze:	4 tb butter	1 c  confectioner's sugar	1/2 ts vanilla extract	2 tb milk, up to 3 t",,,,
blinde vinken blind finches,"beef	ethnic",8 servings,"4    sirloin steaks (3/4 lb each)	3/4 lb lean ground pork	1/2 c  fresh bread crumbs	2 tb fresh parsley, chopped	2 tb lemon juice	1 ts pepper	1/2 ts salt	1/2 ts nutmeg	1/4 c  butter",,,,
bloomin sauce  dip,appetizers,1 servings,"8 oz sour cream	8 oz picante sauce (pace medium or hot)	8 oz cream cheese (room temperature so it is soft)	garlic (to taste)	lawry's seasoned salt (to taste)",,,,
blue cheese minestrone,soups/stews,1 servings,"2 lb beef rib bones	2 1/2 qt water	1 c  dried cranberry or kidney be	2 lb smoked meaty ham hocks, cut	3    large carrots, sliced crossw	1    large onion, chopped	1/2 c  chopped fresh parsley	1    clove garlic, minced or mash	1 ts dry mustard	4 oz uncooked lasagne, broken	1 oz bleu cheese, crumbled	1/2 lb cabbage, finely shredded	salt to taste",,,,
cheese crumb topping,"vegetarian	desserts",4 servings,"1/4 c  cheddar cheese,sharp,grated	2 tb butter or margarine,melted	2 tb bread crumbs,dry",,,,
cheese dip,appetizers,1 servings,"1 lb ground beef cooked and drain	1 pk taco seasoning	1 lb regular velveeta cheese	1 lb mexican velveeta cheese",,,,
cheese potato casserole,side dish,4 servings,"4 c  potatoes; cubed, cooked	8 oz yogurt, plain	1 c  cottage cheese	1/2 ts salt	1/4 ts pepper	1/4 ts dillweed	1 c  cheddar cheese; shredded",,,,
cheese-stuffed manicotti,"italian	pasta	cheese/eggs",6 servings,"1/2 lb fresh mozzarella cheese, /2-inch dice	2 lb ricotta cheese (or 2	15-ounce containers)	1/4 lb prosciutto, 1/4-inch dice	2    eggs	1/2 c  freshly graterd parmesan	cheese	salt and freshly ground	black pepper	1/4 c  minced fresh parsley	14    manicotti shells	3 c  tomato sauce (meat or arinara)	1/2 c  freshly grated parmesan	cheese",,,,
cheesy chive blossom omelet,"cheese	seasonings",2 servings,"4 lg eggs	1 ts water	1/4 ts salt, or to taste	1/8 ts white pepper	1 tb fresh parsley, chopped	1 tb butter	3    chive blossoms	;broken into florets	3 tb swiss cheese, grated	whole chive blossoms",,,,
chef bill hahnes bananas foster bread pudding,"desserts	cajun",1 loaf,"1 ea 10oz loaf stale french bread	2 c  milk	2 c  heavy cream	2 c  sugar	8 tb butter, melted	3 ea eggs	2 tb vanilla extract	2 c  chopped pecans	5 ea sliced bananas",,,,
chef stewart webbs roast pork tenderloin,"pork	chefs	dkuhnen msn",10 servings,"4    pork tenderloins	1 ts chopped garlic	1 c  olive oil	4    sprigs fresh rosemary	1 tb cracked black pepper	10 lg portobello mushrooms, sliced	6 c  beef broth	1    sprig thyme	2 tb butter	salt and pepper",,,,
cherokee corn pones,breads,8 servings,"2 c  cornmeal	1/4 ts baking soda	1 ts salt	1/2 c  shortening	3/4 c  buttermilk	3/4 c  milk	butter",,,,
cherry almond nanaimo bars,"ethnic	cookies	candies",1 servings,"1/2 c  butter	1/4 c  sugar	1/3 c  cocoa	1 ts vanilla	1    egg; beaten	1 c  coconut, desiccated	1 3/4 c  graham wafer crumbs	1/2 c  almonds; chopped	1/4 c  butter; softened	1 tb cherry juice	2 c  icing sugar	1/3 c  maraschino cherries; chopped	2 oz semisweet chocolate	1 tb butter",,,,
